"","colors","POS","CIGAR","TLEN"
"873",99,111268,"6S69M",153
"874",163,111156,"1S74M",329
"875",99,111101,"42S33M",433
"876",99,111405,"32S43M",242
"877",163,111498,"10S65M",179
"878",163,111357,"3S72M",339
"879",99,111494,"4S71M",214
"880",99,111657,"31S44M",151
"881",99,111627,"31S44M",233
"882",163,111510,"3S72M",415
"883",163,111879,"9S66M",257
"884",163,112104,"25S50M",195
"885",163,112195,"6S69M",200
"886",99,112362,"31S44M",130
"887",163,112587,"17S58M",145
"888",163,112667,"8S67M",207
"889",163,112658,"3S72M",392
"890",163,112956,"7S68M",252
"891",99,113525,"4S71M",217
"892",99,113739,"32S43M",140
"893",99,113707,"4S71M",251
"894",163,114054,"48S27M",130
"895",163,113902,"3S72M",382
"896",163,113938,"29S46M",425
"897",99,114333,"12S63M",156
"898",163,114381,"43S32M",254
"899",163,114615,"2S73M",179
"900",163,114473,"2S73M",327
"901",163,114498,"3S72M",300
"902",163,114532,"1S74M",370
"903",163,114717,"1S74M",365
"904",163,114993,"42S33M",124
"905",163,114936,"1S74M",305
"906",163,114927,"37S38M",433
"907",163,115258,"6S69M",253
"908",99,115357,"4S71M",212
"909",163,115388,"1S74M",322
"910",163,115635,"1S74M",190
"911",163,115571,"14S61M",406
"912",99,115844,"10S65M",159
"913",99,115823,"4S71M",282
"914",163,115923,"2S73M",223
"915",163,116115,"14S61M",146
"916",163,116158,"4S71M",256
"917",99,116507,"2S73M",270
"918",163,116425,"13S62M",433
"919",163,116938,"4S71M",247
"920",99,117312,"32S43M",174
"921",163,117269,"4S71M",294
"922",163,117146,"34S41M",433
"923",163,117269,"4S71M",340
"924",163,117493,"9S66M",168
"925",163,117380,"7S68M",325
"926",163,117456,"1S74M",329
"927",163,117545,"2S73M",359
"928",99,117574,"4S71M",369
"929",163,117887,"2S73M",250
"930",163,117913,"4S71M",228
"931",163,118159,"9S66M",226
"932",99,118129,"32S43M",290
"933",163,118278,"4S71M",166
"934",99,118260,"4S71M",219
"935",163,118298,"4S71M",190
"936",163,118266,"1S74M",272
"937",163,118797,"11S64M",156
"938",163,118856,"7S68M",290
"939",99,119138,"32S43M",161
"940",163,119376,"1S74M",238
"941",163,119299,"25S50M",432
"942",163,119549,"4S71M",196
"943",163,119463,"6S69M",304
"944",163,119529,"45S30M",297
"945",163,119557,"9S66M",293
"946",99,119741,"32S43M",201
"947",99,119772,"30S45M",193
"948",163,119540,"1S74M",433
"949",163,119774,"7S68M",239
"950",163,120058,"34S41M",120
"951",99,120044,"23S52M",138
"952",163,119907,"3S72M",299
"953",163,119858,"5S70M",357
"954",99,120149,"31S44M",204
"955",163,120507,"8S67M",156
"956",163,120470,"3S72M",243
"957",99,120582,"32S43M",194
"958",163,120720,"4S71M",216
"959",163,120636,"4S71M",302
"960",99,120728,"4S71M",276
"961",163,120858,"3S72M",311
"962",99,121105,"32S43M",209
"963",163,121094,"3S72M",324
"964",163,121232,"3S72M",319
"965",99,121311,"4S71M",256
"966",163,121706,"14S61M",170
"967",163,121577,"25S50M",385
"968",99,121971,"32S43M",214
"969",163,121974,"15S60M",204
"970",99,121900,"10S65M",316
"971",163,121986,"4S71M",244
"972",163,122310,"2S73M",413
"973",163,122458,"2S73M",294
"974",163,122490,"2S73M",296
"975",99,122624,"18S57M",186
"976",163,122419,"13S62M",433
"977",163,122884,"21S54M",187
"978",163,122704,"4S71M",431
"979",163,123055,"2S73M",414
"980",163,123784,"27S48M",154
"981",163,123734,"6S69M",225
"982",99,124268,"4S71M",184
"983",163,124240,"4S71M",273
"984",163,124599,"2S73M",283
"985",99,124769,"4S71M",318
"986",99,124900,"27S48M",234
"987",163,124834,"6S69M",287
"988",163,124942,"24S51M",217
"989",163,124908,"23S52M",276
"990",163,125034,"4S71M",189
"991",163,125105,"17S58M",175
"992",99,125120,"32S43M",217
"993",163,125190,"9S66M",160
"994",163,125159,"3S72M",253
"995",163,125299,"2S73M",175
"996",163,125194,"1S74M",280
"997",163,125219,"25S50M",433
"998",99,125433,"32S43M",257
"999",163,125735,"2S73M",175
"1000",163,125764,"3S72M",317
"1001",163,125792,"29S46M",433
"1002",163,126215,"2S73M",247
"1003",163,126779,"7S68M",201
"1004",99,126897,"4S71M",190
"1005",163,127334,"31S44M",433
"1006",99,132490,"31S44M",158
"1007",99,132607,"5S70M",181
"1008",99,29898,"44S31M",121
"1009",163,29898,"46S29M",138
"1010",163,29898,"18S57M",139
"1011",99,147585,"17S58M",141
"1012",163,147585,"47S28M",141
"1013",163,147585,"18S57M",141
"1014",99,147585,"26S49M",141
"1015",99,147585,"27S48M",141
"1016",163,29898,"33S42M",141
"1017",99,29898,"45S30M",141
"1018",99,29898,"28S47M",141
"1019",99,29898,"26S49M",142
"1020",99,29898,"46S29M",142
"1021",99,29898,"31S44M",144
"1022",99,29898,"31S44M",144
"1023",99,29898,"6S69M",145
"1024",163,29898,"36S39M",145
"1025",99,29898,"28S47M",145
"1026",163,29898,"18S57M",145
"1027",99,29898,"36S39M",145
"1028",99,29898,"26S49M",146
"1029",163,29898,"26S49M",146
"1030",163,29898,"23S52M",146
"1031",163,29898,"26S49M",146
"1032",163,29898,"25S50M",148
"1033",99,29898,"28S47M",149
"1034",163,29898,"28S47M",150
"1035",163,29898,"33S42M",150
"1036",99,29898,"46S29M",151
"1037",99,29898,"25S50M",151
"1038",99,29898,"28S47M",151
"1039",99,29898,"45S30M",151
"1040",99,29898,"46S29M",152
"1041",99,29898,"30S45M",152
"1042",99,29898,"36S39M",152
"1043",99,29898,"30S45M",152
"1044",163,29898,"3S72M",152
"1045",99,29898,"31S44M",152
"1046",163,29898,"42S33M",152
"1047",99,29898,"32S43M",152
"1048",163,29898,"36S39M",152
"1049",99,29898,"36S39M",153
"1050",99,29898,"32S43M",153
"1051",99,29898,"24S51M",154
"1052",99,29898,"47S28M",154
"1053",99,29898,"20S55M",154
"1054",163,29898,"1S74M",155
"1055",99,29898,"35S40M",155
"1056",163,29898,"7S68M",156
"1057",163,29898,"7S68M",156
"1058",163,29898,"27S48M",157
"1059",163,29898,"35S40M",157
"1060",99,29898,"26S49M",157
"1061",99,29898,"23S52M",157
"1062",163,29898,"19S56M",157
"1063",99,29898,"21S54M",158
"1064",99,29898,"8S67M",159
"1065",99,29898,"27S48M",159
"1066",99,29898,"26S49M",159
"1067",163,29898,"28S47M",159
"1068",163,29898,"29S46M",159
"1069",163,29898,"28S47M",159
"1070",99,29898,"26S49M",159
"1071",163,29898,"6S69M",160
"1072",99,29898,"1S74M",160
"1073",163,29898,"24S51M",161
"1074",163,29898,"44S31M",161
"1075",99,29898,"30S45M",162
"1076",163,29898,"6S69M",162
"1077",163,29898,"41S34M",162
"1078",99,29898,"41S34M",162
"1079",163,29898,"17S58M",162
"1080",99,29898,"43S32M",163
"1081",163,29898,"2S73M",163
"1082",163,29898,"5S70M",163
"1083",99,29898,"20S55M",163
"1084",163,29898,"35S40M",163
"1085",163,29898,"35S40M",163
"1086",163,29898,"17S58M",164
"1087",99,29898,"45S30M",164
"1088",163,29898,"30S45M",164
"1089",163,29898,"5S70M",165
"1090",99,29898,"18S57M",165
"1091",99,29898,"31S44M",165
"1092",99,29898,"3S72M",165
"1093",99,29920,"10S65M",144
"1094",163,29898,"6S69M",166
"1095",163,29898,"1S74M",166
"1096",163,29898,"24S51M",167
"1097",99,29898,"4S71M",168
"1098",99,29898,"42S33M",168
"1099",99,29898,"29S46M",168
"1100",99,29898,"4S71M",168
"1101",99,29898,"44S31M",168
"1102",163,29898,"24S51M",169
"1103",99,29898,"33S42M",169
"1104",163,29662,"4S71M",405
"1105",163,29898,"24S51M",169
"1106",99,29920,"6S69M",148
"1107",99,29898,"20S55M",170
"1108",99,29898,"18S57M",170
"1109",99,29920,"10S65M",149
"1110",163,29898,"31S44M",171
"1111",99,29898,"45S30M",171
"1112",163,29898,"18S57M",172
"1113",163,29898,"29S46M",173
"1114",99,29898,"24S51M",173
"1115",99,29898,"21S54M",174
"1116",99,29898,"17S58M",174
"1117",163,29898,"23S52M",174
"1118",163,29898,"33S42M",174
"1119",99,29898,"28S47M",174
"1120",163,29898,"19S56M",175
"1121",99,29920,"7S68M",154
"1122",163,29898,"20S55M",176
"1123",99,29898,"33S42M",176
"1124",163,29898,"20S55M",176
"1125",99,29898,"31S44M",178
"1126",99,29898,"23S52M",178
"1127",163,29898,"30S45M",178
"1128",99,29898,"30S45M",178
"1129",163,29898,"29S46M",178
"1130",99,29898,"7S68M",178
"1131",99,29898,"45S30M",178
"1132",99,29898,"35S40M",178
"1133",99,29920,"10S65M",156
"1134",99,29898,"8S67M",178
"1135",99,29898,"44S31M",178
"1136",99,29898,"45S30M",178
"1137",163,29898,"29S46M",178
"1138",99,29898,"25S50M",179
"1139",99,29898,"20S55M",179
"1140",99,29898,"35S40M",179
"1141",163,29898,"24S51M",179
"1142",99,29898,"47S28M",179
"1143",99,29898,"17S58M",179
"1144",163,29898,"34S41M",179
"1145",99,29898,"2S73M",179
"1146",99,29898,"8S67M",180
"1147",163,29898,"20S55M",180
"1148",163,29898,"26S49M",180
"1149",163,29898,"18S57M",181
"1150",99,29898,"7S68M",181
"1151",99,29901,"32S43M",178
"1152",163,29898,"42S33M",182
"1153",99,29898,"42S33M",182
"1154",163,29920,"7S68M",160
"1155",163,29898,"26S49M",183
"1156",99,29898,"35S40M",183
"1157",163,29898,"44S31M",183
"1158",99,29898,"31S44M",183
"1159",99,29898,"31S44M",183
"1160",163,29898,"4S71M",183
"1161",99,29920,"5S70M",161
"1162",163,29898,"18S57M",183
"1163",163,29898,"24S51M",184
"1164",163,29898,"44S31M",185
"1165",99,29898,"28S47M",185
"1166",163,29920,"5S70M",163
"1167",163,29898,"23S52M",186
"1168",163,29898,"3S72M",186
"1169",99,29898,"47S28M",186
"1170",163,29898,"20S55M",186
"1171",99,29898,"29S46M",187
"1172",163,29898,"1S74M",187
"1173",99,29898,"28S47M",187
"1174",99,29898,"17S58M",188
"1175",163,29898,"19S56M",188
"1176",163,29898,"47S28M",188
"1177",163,29898,"4S71M",188
"1178",163,29920,"8S67M",167
"1179",163,29898,"25S50M",190
"1180",99,29898,"45S30M",190
"1181",163,29898,"17S58M",189
"1182",99,29898,"7S68M",189
"1183",99,29898,"27S48M",190
"1184",163,29898,"28S47M",190
"1185",99,29898,"31S44M",190
"1186",163,29898,"1S74M",190
"1187",163,147585,"36S39M",193
"1188",99,147585,"22S53M",193
"1189",99,147585,"10S65M",193
"1190",163,147595,"3S72M",183
"1191",99,147585,"1S74M",193
"1192",99,147585,"19S56M",193
"1193",99,147595,"1S74M",184
"1194",99,147585,"17S58M",194
"1195",99,147585,"17S58M",194
"1196",99,147607,"6S69M",172
"1197",163,147585,"5S70M",194
"1198",99,147585,"17S58M",194
"1199",99,147585,"32S43M",195
"1200",163,147595,"2S73M",185
"1201",99,147585,"23S52M",196
"1202",99,147585,"6S69M",196
"1203",99,147585,"12S63M",196
"1204",99,147585,"36S39M",196
"1205",99,147585,"20S55M",196
"1206",163,147585,"6S69M",197
"1207",99,147585,"30S45M",197
"1208",99,147585,"29S46M",197
"1209",99,147585,"27S48M",197
"1210",99,147585,"34S41M",197
"1211",99,147585,"29S46M",196
"1212",163,29920,"5S70M",160
"1213",163,29898,"24S51M",183
"1214",163,29898,"6S69M",185
"1215",163,29898,"31S44M",190
"1216",163,29898,"44S31M",190
"1217",163,147585,"44S31M",196
"1218",99,4166714,"6S69M",147
"1219",99,4166714,"9S66M",145
"1220",99,4166714,"6S69M",146
"1221",99,4166714,"5S70M",146
"1222",99,32280,"19S56M",145
"1223",99,32280,"12S63M",146
"1224",99,32280,"36S39M",147
"1225",163,32280,"20S55M",148
"1226",163,32280,"23S52M",148
"1227",99,32280,"5S70M",148
"1228",163,32280,"23S52M",148
"1229",99,32116,"22S53M",313
"1230",163,32280,"21S54M",150
"1231",163,32280,"5S70M",150
"1232",163,32116,"13S62M",315
"1233",163,32280,"13S62M",151
"1234",163,32280,"7S68M",151
"1235",99,32116,"35S40M",316
"1236",99,32280,"26S49M",152
"1237",99,32280,"27S48M",152
"1238",99,32280,"23S52M",152
"1239",99,32280,"28S47M",152
"1240",99,32280,"36S39M",153
"1241",99,32280,"35S40M",153
"1242",99,32280,"36S39M",154
"1243",99,32280,"31S44M",154
"1244",99,32280,"18S57M",154
"1245",99,32280,"22S53M",162
"1246",163,32280,"17S58M",163
"1247",99,32280,"18S57M",163
"1248",99,32280,"18S57M",164
"1249",99,32116,"47S28M",328
"1250",99,32280,"35S40M",164
"1251",163,32280,"28S47M",166
"1252",163,32280,"32S43M",167
"1253",99,32280,"20S55M",167
"1254",163,32280,"28S47M",167
"1255",163,32280,"14S61M",168
"1256",163,32280,"23S52M",169
"1257",99,32280,"23S52M",169
"1258",99,32280,"9S66M",169
"1259",99,32280,"19S56M",170
"1260",163,32280,"6S69M",171
"1261",99,32280,"32S43M",171
"1262",99,32280,"37S38M",171
"1263",163,32280,"30S45M",171
"1264",163,32280,"12S63M",171
"1265",163,32280,"34S41M",171
"1266",163,32280,"32S43M",172
"1267",163,32280,"11S64M",172
"1268",163,32116,"5S70M",336
"1269",99,32280,"20S55M",172
"1270",99,32280,"8S67M",172
"1271",99,32280,"23S52M",172
"1272",99,32280,"9S66M",173
"1273",99,32116,"14S61M",338
"1274",163,32116,"1S74M",339
"1275",99,32280,"36S39M",175
"1276",99,32280,"12S63M",176
"1277",163,32280,"8S67M",176
"1278",99,32280,"15S60M",176
"1279",163,32116,"10S65M",307
"1280",99,32280,"25S50M",177
"1281",99,32116,"32S43M",339
"1282",99,32280,"2S73M",177
"1283",163,32280,"9S66M",177
"1284",99,32280,"35S40M",177
"1285",163,32280,"32S43M",177
"1286",163,32280,"35S40M",178
"1287",163,32280,"18S57M",170
"1288",99,32280,"38S37M",177
"1289",163,32280,"9S66M",174
"1290",99,32280,"16S59M",177
"1291",99,32280,"15S60M",179
"1292",163,32280,"13S62M",179
"1293",99,32280,"5S70M",179
"1294",163,32280,"2S73M",179
"1295",99,32280,"14S61M",180
"1296",99,32280,"14S61M",180
"1297",99,32280,"27S48M",180
"1298",99,32280,"11S64M",181
"1299",99,32116,"21S54M",345
"1300",99,32280,"10S65M",181
"1301",163,32280,"24S51M",182
"1302",163,32280,"23S52M",182
"1303",99,32280,"20S55M",181
"1304",99,32280,"6S69M",183
"1305",99,32280,"12S63M",184
"1306",99,32280,"22S53M",184
"1307",163,32280,"15S60M",184
"1308",99,32116,"24S51M",348
"1309",99,32280,"16S59M",185
"1310",99,32280,"25S50M",185
"1311",99,32280,"17S58M",178
"1312",99,32280,"5S70M",186
"1313",99,32280,"32S43M",185
"1314",99,32280,"26S49M",187
"1315",163,32280,"5S70M",187
"1316",99,32280,"18S57M",188
"1317",163,32280,"30S45M",190
"1318",163,32280,"33S42M",151
"1319",99,32280,"7S68M",191
"1320",99,32280,"6S69M",191
"1321",163,32280,"23S52M",178
"1322",163,32116,"12S63M",356
"1323",99,32280,"35S40M",192
"1324",163,32280,"14S61M",192
"1325",163,32280,"19S56M",192
"1326",163,32280,"11S64M",193
"1327",163,32286,"44S31M",185
"1328",163,32280,"33S42M",192
"1329",163,32280,"33S42M",194
"1330",163,32280,"11S64M",194
"1331",99,32280,"30S45M",195
"1332",163,32280,"5S70M",197
"1333",163,32280,"21S54M",197
"1334",163,32280,"2S73M",197
"1335",99,32286,"5S70M",185
"1336",99,32280,"9S66M",197
"1337",163,32280,"15S60M",197
"1338",99,32280,"4S71M",199
"1339",99,32280,"17S58M",200
"1340",163,32280,"37S38M",201
"1341",163,32280,"22S53M",201
"1342",99,32280,"14S61M",202
"1343",99,32280,"33S42M",203
"1344",163,32280,"28S47M",204
"1345",99,32280,"12S63M",202
"1346",99,32116,"22S53M",368
"1347",99,32280,"11S64M",204
"1348",99,32280,"23S52M",205
"1349",163,32280,"30S45M",206
"1350",163,32280,"5S70M",206
"1351",99,32286,"8S67M",200
"1352",163,32280,"20S55M",206
"1353",99,32280,"7S68M",201
"1354",163,32280,"21S54M",207
"1355",99,32280,"32S43M",206
"1356",99,32280,"18S57M",208
"1357",99,32116,"15S60M",372
"1358",99,32280,"17S58M",208
"1359",163,32280,"5S70M",209
"1360",163,32341,"10S65M",149
"1361",163,32280,"35S40M",210
"1362",99,32280,"5S70M",210
"1363",163,32280,"16S59M",211
"1364",99,32116,"22S53M",375
"1365",99,32280,"37S38M",211
"1366",99,32280,"13S62M",212
"1367",163,32280,"35S40M",199
"1368",163,32280,"5S70M",212
"1369",163,32280,"17S58M",176
"1370",99,32280,"13S62M",212
"1371",163,32280,"37S38M",213
"1372",99,32280,"3S72M",213
"1373",163,32280,"33S42M",214
"1374",163,32280,"8S67M",215
"1375",99,32280,"2S73M",215
"1376",99,32280,"37S38M",215
"1377",99,32280,"24S51M",215
"1378",163,32280,"8S67M",215
"1379",163,32280,"8S67M",182
"1380",99,32280,"34S41M",217
"1381",163,32280,"23S52M",184
"1382",99,32280,"32S43M",196
"1383",99,32286,"40S35M",196
"1384",163,32280,"37S38M",187
"1385",163,32280,"16S59M",184
"1386",163,32280,"32S43M",196
"1387",99,32116,"19S56M",365
"1388",163,32280,"10S65M",202
"1389",163,32280,"10S65M",212
"1390",163,32280,"24S51M",215
"1391",163,32280,"14S61M",216
"1392",163,4166606,"14S61M",256
"1393",99,32280,"4S71M",349
"1394",99,30593,"8S19M1I47M",384
"1395",99,32835,"55S20M",96
"1396",163,32835,"52S23M",101
"1397",99,32835,"49S26M",101
"1398",163,32835,"46S29M",104
"1399",99,32835,"55S20M",104
"1400",163,32835,"51S24M",105
"1401",163,32835,"47S28M",106
"1402",99,32835,"46S29M",106
"1403",99,32835,"46S29M",106
"1404",163,32835,"43S32M",108
"1405",163,32835,"55S20M",110
"1406",99,32835,"54S21M",112
"1407",163,32835,"44S31M",113
"1408",163,32835,"47S28M",113
"1409",163,32835,"44S31M",115
"1410",99,32835,"45S30M",117
"1411",163,32835,"33S42M",118
"1412",163,32835,"38S37M",119
"1413",163,32835,"51S24M",120
"1414",163,32835,"55S20M",122
"1415",99,32835,"28S47M",122
"1416",99,32835,"34S41M",122
"1417",99,32835,"43S32M",123
"1418",163,32835,"44S31M",123
"1419",99,32835,"48S27M",124
"1420",163,32835,"27S48M",123
"1421",99,32835,"45S30M",125
"1422",99,32835,"34S41M",126
"1423",163,32835,"36S39M",128
"1424",99,32835,"35S40M",128
"1425",99,32835,"27S48M",130
"1426",99,32835,"44S31M",130
"1427",163,32835,"49S26M",130
"1428",163,32835,"53S22M",131
"1429",99,32835,"38S37M",131
"1430",163,32835,"25S50M",131
"1431",163,32835,"26S49M",132
"1432",99,32835,"46S29M",132
"1433",163,32835,"49S26M",134
"1434",163,32835,"27S48M",134
"1435",99,32835,"39S36M",134
"1436",163,32835,"28S47M",134
"1437",99,32835,"52S23M",134
"1438",99,32835,"35S40M",135
"1439",163,32835,"52S23M",135
"1440",99,32835,"51S24M",136
"1441",163,32835,"21S54M",136
"1442",99,32835,"28S47M",136
"1443",163,32835,"48S27M",136
"1444",163,32835,"42S33M",136
"1445",99,32835,"42S33M",137
"1446",163,32835,"30S45M",138
"1447",163,32835,"38S37M",138
"1448",99,32835,"28S47M",138
"1449",163,32835,"23S52M",138
"1450",99,32835,"51S24M",139
"1451",163,32835,"41S34M",140
"1452",99,32835,"31S44M",140
"1453",99,32835,"19S56M",140
"1454",163,32835,"22S53M",140
"1455",163,32835,"47S28M",140
"1456",99,32835,"30S45M",142
"1457",99,32835,"53S22M",142
"1458",163,32835,"25S50M",142
"1459",163,32835,"36S39M",142
"1460",163,32835,"13S62M",143
"1461",99,32835,"53S22M",143
"1462",163,32835,"18S57M",143
"1463",163,32835,"28S47M",144
"1464",99,32835,"28S47M",144
"1465",99,32835,"29S46M",144
"1466",99,32835,"8S67M",144
"1467",99,32835,"43S32M",144
"1468",99,32835,"49S26M",144
"1469",99,32835,"11S64M",144
"1470",163,32835,"19S56M",145
"1471",163,32837,"47S28M",144
"1472",99,32835,"19S56M",146
"1473",99,32835,"44S31M",147
"1474",163,32835,"15S60M",147
"1475",163,32835,"22S53M",147
"1476",99,32835,"24S51M",149
"1477",163,32835,"52S23M",127
"1478",99,32835,"10S65M",150
"1479",99,32835,"20S55M",150
"1480",99,32835,"45S30M",150
"1481",163,32835,"24S51M",150
"1482",99,32835,"28S47M",151
"1483",163,32835,"48S27M",151
"1484",163,32835,"52S23M",151
"1485",99,32835,"7S68M",151
"1486",163,32835,"20S55M",151
"1487",99,32835,"22S53M",152
"1488",163,32835,"27S48M",152
"1489",163,32835,"24S51M",153
"1490",99,32835,"39S36M",153
"1491",163,32835,"44S31M",132
"1492",99,32835,"10S65M",151
"1493",163,32835,"26S49M",155
"1494",99,32835,"17S58M",155
"1495",163,32835,"39S36M",156
"1496",99,32835,"32S43M",156
"1497",99,32835,"55S20M",156
"1498",163,32835,"49S26M",130
"1499",163,32835,"44S31M",140
"1500",163,32835,"53S22M",140
"1501",163,32835,"43S32M",143
"1502",99,30910,"47S28M",165
"1503",99,30910,"28S47M",165
"1504",163,30910,"47S28M",165
"1505",99,30910,"33S42M",165
"1506",163,30910,"18S57M",165
"1507",163,30910,"14S61M",165
"1508",99,30910,"52S23M",165
"1509",99,30910,"46S29M",165
"1510",99,30910,"36S39M",167
"1511",163,32835,"49S26M",144
"1512",163,30910,"19S56M",168
"1513",163,30910,"43S32M",168
"1514",163,30910,"29S46M",168
"1515",163,32835,"50S25M",148
"1516",99,32835,"46S29M",250
"1517",99,32835,"18S57M",252
"1518",99,32835,"4S71M",252
"1519",99,32835,"41S34M",253
"1520",163,32835,"52S23M",253
"1521",99,32835,"35S40M",253
"1522",99,32835,"38S37M",254
